new_name;labels;cs19l_EN_1.0p.dta;cs18k_EN_1.0p.dta;cs17j_EN_1.0p.dta;cs16i_EN_1.0p.dta;cs15h_EN_1.0p.dta;cs14g_EN_1.0.dta;cs13f_1.0p_EN.dta;cs12e_1.0p_EN.dta;cs11d_EN_3.0p.dta;cs10c_1p_EN.dta;cs09b_1p_EN.dta;cs08a_2p_EN.dta
social_contacts_q1;I have a sense of emptiness around me;cs19l284;cs18k284;cs17j284;cs16i284;cs15h284;cs14g284;cs13f284;cs12e284;cs11d284;cs10c284;cs09b284;cs08a284
social_contacts_q2;there are enough people I can count on in case of a misfortune;cs19l285;cs18k285;cs17j285;cs16i285;cs15h285;cs14g285;cs13f285;cs12e285;cs11d285;cs10c285;cs09b285;cs08a285
social_contacts_q3;I know a lot of people that I can fully rely on;cs19l286;cs18k286;cs17j286;cs16i286;cs15h286;cs14g286;cs13f286;cs12e286;cs11d286;cs10c286;cs09b286;cs08a286
social_contacts_q4;there are enough people to whom I feel closely connected;cs19l287;cs18k287;cs17j287;cs16i287;cs15h287;cs14g287;cs13f287;cs12e287;cs11d287;cs10c287;cs09b287;cs08a287
social_contacts_q5;I miss having people around me;cs19l288;cs18k288;cs17j288;cs16i288;cs15h288;cs14g288;cs13f288;cs12e288;cs11d288;cs10c288;cs09b288;cs08a288
social_contacts_q6;I often feel deserted;cs19l289;cs18k289;cs17j289;cs16i289;cs15h289;cs14g289;cs13f289;cs12e289;cs11d289;cs10c289;cs09b289;cs08a289
evening_family;How often do you do the following? Spend an evening with family (other than memb;cs19l290;cs18k290;cs17j290;cs16i290;cs15h290;cs14g290;cs13f290;cs12e290;cs11d290;cs10c290;cs09b290;cs08a290
evening_neighbourhood;How often do you do the following? Spend an evening with someone from the neighb;cs19l291;cs18k291;cs17j291;cs16i291;cs15h291;cs14g291;cs13f291;cs12e291;cs11d291;cs10c291;cs09b291;cs08a291
evening_friends;How often do you the following things? Spend an evening with friends outside you;cs19l292;cs18k292;cs17j292;cs16i292;cs15h292;cs14g292;cs13f292;cs12e292;cs11d292;cs10c292;cs09b292;cs08a292
;How often do you do the following? Visit a bar or caf̩;cs19l293;cs18k293;cs17j293;cs16i293;cs15h293;cs14g293;cs13f293;cs12e293;cs11d293;cs10c293;cs09b293;cs08a293
person_1;Name entered for person 1?;cs19l294;cs18k294;cs17j294;cs16i294;cs15h294;cs14g294;cs13f294;cs12e294;cs11d294;cs10c294;cs09b294;cs08a294
person_2;Name entered for person 2?;cs19l295;cs18k295;cs17j295;cs16i295;cs15h295;cs14g295;cs13f295;cs12e295;cs11d295;cs10c295;cs09b295;cs08a295
person_3;Name entered for person 3?;cs19l296;cs18k296;cs17j296;cs16i296;cs15h296;cs14g296;cs13f296;cs12e296;cs11d296;cs10c296;cs09b296;cs08a296
person_4;Name entered for person 4?;cs19l297;cs18k297;cs17j297;cs16i297;cs15h297;cs14g297;cs13f297;cs12e297;cs11d297;cs10c297;cs09b297;cs08a297
person_5;Name entered for person 5?;cs19l298;cs18k298;cs17j298;cs16i298;cs15h298;cs14g298;cs13f298;cs12e298;cs11d298;cs10c298;cs09b298;cs08a298
all_equal;Are all these people equally dear to you?;cs19l299;cs18k299;cs17j299;cs16i299;cs15h299;cs14g299;cs13f299;cs12e299;cs11d299;cs10c299;cs09b299;cs08a299
importance_person_1;Which of these people are very dear to you? person 1:;cs19l300;cs18k300;cs17j300;cs16i300;cs15h300;cs14g300;cs13f300;cs12e300;cs11d300;cs10c300;cs09b300;cs08a300
importance_person_2;Which of these people are very dear to you? person 2:;cs19l301;cs18k301;cs17j301;cs16i301;cs15h301;cs14g301;cs13f301;cs12e301;cs11d301;cs10c301;cs09b301;cs08a301
importance_person_3;Which of these people are very dear to you? person 3:;cs19l302;cs18k302;cs17j302;cs16i302;cs15h302;cs14g302;cs13f302;cs12e302;cs11d302;cs10c302;cs09b302;cs08a302
importance_person_4;Which of these people are very dear to you? person 4:;cs19l303;cs18k303;cs17j303;cs16i303;cs15h303;cs14g303;cs13f303;cs12e303;cs11d303;cs10c303;cs09b303;cs08a303
importance_person_5;Which of these people are very dear to you? person 5:;cs19l304;cs18k304;cs17j304;cs16i304;cs15h304;cs14g304;cs13f304;cs12e304;cs11d304;cs10c304;cs09b304;cs08a304
closeness_person_12;How close are these people to each other? person 1 and person 2:;cs19l305;cs18k305;cs17j305;cs16i305;cs15h305;cs14g305;cs13f305;cs12e305;cs11d305;cs10c305;cs09b305;cs08a305
closeness_person_13;How close are these people to each other? person 1 and person 3:;cs19l306;cs18k306;cs17j306;cs16i306;cs15h306;cs14g306;cs13f306;cs12e306;cs11d306;cs10c306;cs09b306;cs08a306
closeness_person_14;How close are these people to each other? person 1 and person 4:;cs19l307;cs18k307;cs17j307;cs16i307;cs15h307;cs14g307;cs13f307;cs12e307;cs11d307;cs10c307;cs09b307;cs08a307
closeness_person_15;How close are these people to each other? person 1 and person 5:;cs19l308;cs18k308;cs17j308;cs16i308;cs15h308;cs14g308;cs13f308;cs12e308;cs11d308;cs10c308;cs09b308;cs08a308
closeness_person_23;How close are these people to each other? person 2 and person 3:;cs19l309;cs18k309;cs17j309;cs16i309;cs15h309;cs14g309;cs13f309;cs12e309;cs11d309;cs10c309;cs09b309;cs08a309
closeness_person_24;How close are these people to each other? person 2 and person 4:;cs19l310;cs18k310;cs17j310;cs16i310;cs15h310;cs14g310;cs13f310;cs12e310;cs11d310;cs10c310;cs09b310;cs08a310
closeness_person_25;How close are these people to each other? person 2 and person 5:;cs19l311;cs18k311;cs17j311;cs16i311;cs15h311;cs14g311;cs13f311;cs12e311;cs11d311;cs10c311;cs09b311;cs08a311
closeness_person_34;How close are these people to each other? person 3 and person 4:;cs19l312;cs18k312;cs17j312;cs16i312;cs15h312;cs14g312;cs13f312;cs12e312;cs11d312;cs10c312;cs09b312;cs08a312
closeness_person_35;How close are these people to each other? person 3 and person 5:;cs19l313;cs18k313;cs17j313;cs16i313;cs15h313;cs14g313;cs13f313;cs12e313;cs11d313;cs10c313;cs09b313;cs08a313
closeness_person_45;How close are these people to each other? person 4 and person 5:;cs19l314;cs18k314;cs17j314;cs16i314;cs15h314;cs14g314;cs13f314;cs12e314;cs11d314;cs10c314;cs09b314;cs08a314
gender_person_1;What is the gender of person 1?;cs19l315;cs18k315;cs17j315;cs16i315;cs15h315;cs14g315;cs13f315;cs12e315;cs11d315;cs10c315;cs09b315;cs08a315
gender_person_2;What is the gender of person 2?;cs19l316;cs18k316;cs17j316;cs16i316;cs15h316;cs14g316;cs13f316;cs12e316;cs11d316;cs10c316;cs09b316;cs08a316
gender_person_3;What is the gender of person 3?;cs19l317;cs18k317;cs17j317;cs16i317;cs15h317;cs14g317;cs13f317;cs12e317;cs11d317;cs10c317;cs09b317;cs08a317
gender_person_4;What is the gender of person 4?;cs19l318;cs18k318;cs17j318;cs16i318;cs15h318;cs14g318;cs13f318;cs12e318;cs11d318;cs10c318;cs09b318;cs08a318
gender_person_5;What is the gender of person 5?;cs19l319;cs18k319;cs17j319;cs16i319;cs15h319;cs14g319;cs13f319;cs12e319;cs11d319;cs10c319;cs09b319;cs08a319
origin_person_1;Of what origin is person 1?;cs19l320;cs18k320;cs17j320;cs16i320;cs15h320;cs14g320;cs13f320;cs12e320;cs11d320;cs10c320;cs09b320;cs08a320
relation_person_1;How do you do know person 1? [He/she] is my...;cs19l321;cs18k321;cs17j321;cs16i321;cs15h321;cs14g321;cs13f321;cs12e321;cs11d321;cs10c321;cs09b321;cs08a321
relation_other_person_1;How do you do know person 1?;cs19l322;cs18k322;cs17j322;cs16i322;cs15h322;cs14g322;cs13f322;cs12e322;cs11d322;cs10c322;cs09b322;cs08a322
talk_person_1;How often do you talk to person 1?;cs19l323;cs18k323;cs17j323;cs16i323;cs15h323;cs14g323;cs13f323;cs12e323;cs11d323;cs10c323;cs09b323;cs08a323
politics_person_1;How often do you discuss political issues with person 1?;cs19l324;cs18k324;cs17j324;cs16i324;cs15h324;cs14g324;cs13f324;cs12e324;cs11d324;cs10c324;cs09b324;cs08a324
duration_person_1;How long have you known person 1?;cs19l325;cs18k325;cs17j325;cs16i325;cs15h325;cs14g325;cs13f325;cs12e325;cs11d325;cs10c325;cs09b325;cs08a325
education_person_1;What is the highest level of education that person 1 completed?;cs19l326;cs18k326;cs17j326;cs16i326;cs15h326;cs14g326;cs13f326;cs12e326;cs11d326;cs10c326;cs09b326;cs08a326
work_person_1;Does person 1 work full-time part-time or not at all?;cs19l327;cs18k327;cs17j327;cs16i327;cs15h327;cs14g327;cs13f327;cs12e327;cs11d327;cs10c327;cs09b327;cs08a327
profession_person_1;What kind of profession does person 1 practice?;cs19l328;cs18k328;cs17j328;cs16i328;cs15h328;cs14g328;cs13f328;cs12e328;cs11d328;cs10c328;cs09b328;cs08a328
age_person_1;What age is person 1 approximately?;cs19l329;cs18k329;cs17j329;cs16i329;cs15h329;cs14g329;cs13f329;cs12e329;cs11d329;cs10c329;cs09b329;cs08a329
maritalstat_person_1;What is the home situation of person 1?;cs19l330;cs18k330;cs17j330;cs16i330;cs15h330;cs14g330;cs13f330;cs12e330;cs11d330;cs10c330;cs09b330;cs08a330
origin_person_2;Of what origin is person 2?;cs19l331;cs18k331;cs17j331;cs16i331;cs15h331;cs14g331;cs13f331;cs12e331;cs11d331;cs10c331;cs09b331;cs08a331
relation_person_2;How do you do know person 2? [He/she] is my...;cs19l332;cs18k332;cs17j332;cs16i332;cs15h332;cs14g332;cs13f332;cs12e332;cs11d332;cs10c332;cs09b332;cs08a332
relation_other_person_2;How do you do know person 2?;cs19l333;cs18k333;cs17j333;cs16i333;cs15h333;cs14g333;cs13f333;cs12e333;cs11d333;cs10c333;cs09b333;cs08a333
talk_person_2;How often do you talk to person 2?;cs19l334;cs18k334;cs17j334;cs16i334;cs15h334;cs14g334;cs13f334;cs12e334;cs11d334;cs10c334;cs09b334;cs08a334
politics_person_2;How often do you discuss political issues with person 2?;cs19l335;cs18k335;cs17j335;cs16i335;cs15h335;cs14g335;cs13f335;cs12e335;cs11d335;cs10c335;cs09b335;cs08a335
duration_person_2;How long have you known person 2?;cs19l336;cs18k336;cs17j336;cs16i336;cs15h336;cs14g336;cs13f336;cs12e336;cs11d336;cs10c336;cs09b336;cs08a336
education_person_2;What is the highest level of education that person 2 completed?;cs19l337;cs18k337;cs17j337;cs16i337;cs15h337;cs14g337;cs13f337;cs12e337;cs11d337;cs10c337;cs09b337;cs08a337
work_person_2;Does person 2 work full-time part-time or not at all?;cs19l338;cs18k338;cs17j338;cs16i338;cs15h338;cs14g338;cs13f338;cs12e338;cs11d338;cs10c338;cs09b338;cs08a338
profession_person_2;What kind of profession does person 2 practice?;cs19l339;cs18k339;cs17j339;cs16i339;cs15h339;cs14g339;cs13f339;cs12e339;cs11d339;cs10c339;cs09b339;cs08a339
age_person_2;What age is person 2 approximately?;cs19l340;cs18k340;cs17j340;cs16i340;cs15h340;cs14g340;cs13f340;cs12e340;cs11d340;cs10c340;cs09b340;cs08a340
maritalstat_person_2;What is the home situation of person 2?;cs19l341;cs18k341;cs17j341;cs16i341;cs15h341;cs14g341;cs13f341;cs12e341;cs11d341;cs10c341;cs09b341;cs08a341
origin_person_3;Of what origin is person 3?;cs19l342;cs18k342;cs17j342;cs16i342;cs15h342;cs14g342;cs13f342;cs12e342;cs11d342;cs10c342;cs09b342;cs08a342
relation_person_3;How do you do know person 3? [He/she] is my...;cs19l343;cs18k343;cs17j343;cs16i343;cs15h343;cs14g343;cs13f343;cs12e343;cs11d343;cs10c343;cs09b343;cs08a343
relation_other_person_3;How do you do know person 3?;cs19l344;cs18k344;cs17j344;cs16i344;cs15h344;cs14g344;cs13f344;cs12e344;cs11d344;cs10c344;cs09b344;cs08a344
talk_person_3;How often do you talk to person 3?;cs19l345;cs18k345;cs17j345;cs16i345;cs15h345;cs14g345;cs13f345;cs12e345;cs11d345;cs10c345;cs09b345;cs08a345
politics_person_3;How often do you discuss political issues with person 3?;cs19l346;cs18k346;cs17j346;cs16i346;cs15h346;cs14g346;cs13f346;cs12e346;cs11d346;cs10c346;cs09b346;cs08a346
duration_person_3;How long have you known person 3?;cs19l347;cs18k347;cs17j347;cs16i347;cs15h347;cs14g347;cs13f347;cs12e347;cs11d347;cs10c347;cs09b347;cs08a347
education_person_3;What is the highest level of education that person 3 completed?;cs19l348;cs18k348;cs17j348;cs16i348;cs15h348;cs14g348;cs13f348;cs12e348;cs11d348;cs10c348;cs09b348;cs08a348
work_person_3;Does person 3 work full-time part-time or not at all?;cs19l349;cs18k349;cs17j349;cs16i349;cs15h349;cs14g349;cs13f349;cs12e349;cs11d349;cs10c349;cs09b349;cs08a349
profession_person_3;What kind of profession does person 3 practice?;cs19l350;cs18k350;cs17j350;cs16i350;cs15h350;cs14g350;cs13f350;cs12e350;cs11d350;cs10c350;cs09b350;cs08a350
age_person_3;What age is person 3 approximately?;cs19l351;cs18k351;cs17j351;cs16i351;cs15h351;cs14g351;cs13f351;cs12e351;cs11d351;cs10c351;cs09b351;cs08a351
maritalstat_person_3;What is the home situation of person 3?;cs19l352;cs18k352;cs17j352;cs16i352;cs15h352;cs14g352;cs13f352;cs12e352;cs11d352;cs10c352;cs09b352;cs08a352
origin_person_4;Of what origin is person 4?;cs19l353;cs18k353;cs17j353;cs16i353;cs15h353;cs14g353;cs13f353;cs12e353;cs11d353;cs10c353;cs09b353;cs08a353
relation_person_4;How do you do know person 4? [He/she] is my...;cs19l354;cs18k354;cs17j354;cs16i354;cs15h354;cs14g354;cs13f354;cs12e354;cs11d354;cs10c354;cs09b354;cs08a354
relation_other_person_4;How do you do know person 4?;cs19l355;cs18k355;cs17j355;cs16i355;cs15h355;cs14g355;cs13f355;cs12e355;cs11d355;cs10c355;cs09b355;cs08a355
talk_person_4;How often do you talk to person 4?;cs19l356;cs18k356;cs17j356;cs16i356;cs15h356;cs14g356;cs13f356;cs12e356;cs11d356;cs10c356;cs09b356;cs08a356
politics_person_4;How often do you discuss political issues with person 4?;cs19l357;cs18k357;cs17j357;cs16i357;cs15h357;cs14g357;cs13f357;cs12e357;cs11d357;cs10c357;cs09b357;cs08a357
duration_person_4;How long have you known person 4?;cs19l358;cs18k358;cs17j358;cs16i358;cs15h358;cs14g358;cs13f358;cs12e358;cs11d358;cs10c358;cs09b358;cs08a358
education_person_4;What is the highest level of education that person 4 completed?;cs19l359;cs18k359;cs17j359;cs16i359;cs15h359;cs14g359;cs13f359;cs12e359;cs11d359;cs10c359;cs09b359;cs08a359
work_person_4;Does person 4 work full-time part-time or not at all?;cs19l360;cs18k360;cs17j360;cs16i360;cs15h360;cs14g360;cs13f360;cs12e360;cs11d360;cs10c360;cs09b360;cs08a360
profession_person_4;What kind of profession does person 4 practice?;cs19l361;cs18k361;cs17j361;cs16i361;cs15h361;cs14g361;cs13f361;cs12e361;cs11d361;cs10c361;cs09b361;cs08a361
age_person_4;What age is person 4 approximately?;cs19l362;cs18k362;cs17j362;cs16i362;cs15h362;cs14g362;cs13f362;cs12e362;cs11d362;cs10c362;cs09b362;cs08a362
maritalstat_person_4;What is the home situation of person 4?;cs19l363;cs18k363;cs17j363;cs16i363;cs15h363;cs14g363;cs13f363;cs12e363;cs11d363;cs10c363;cs09b363;cs08a363
origin_person_5;Of what origin is person 5?;cs19l364;cs18k364;cs17j364;cs16i364;cs15h364;cs14g364;cs13f364;cs12e364;cs11d364;cs10c364;cs09b364;cs08a364
relation_person_5;How do you do know person 5? [He/she] is my...;cs19l365;cs18k365;cs17j365;cs16i365;cs15h365;cs14g365;cs13f365;cs12e365;cs11d365;cs10c365;cs09b365;cs08a365
relation_other_person_5;How do you do know person 5?;cs19l366;cs18k366;cs17j366;cs16i366;cs15h366;cs14g366;cs13f366;cs12e366;cs11d366;cs10c366;cs09b366;cs08a366
talk_person_5;How often do you talk to person 5?;cs19l367;cs18k367;cs17j367;cs16i367;cs15h367;cs14g367;cs13f367;cs12e367;cs11d367;cs10c367;cs09b367;cs08a367
politics_person_5;How often do you discuss political issues with person 5?;cs19l368;cs18k368;cs17j368;cs16i368;cs15h368;cs14g368;cs13f368;cs12e368;cs11d368;cs10c368;cs09b368;cs08a368
duration_person_5;How long have you known person 5?;cs19l369;cs18k369;cs17j369;cs16i369;cs15h369;cs14g369;cs13f369;cs12e369;cs11d369;cs10c369;cs09b369;cs08a369
education_person_5;What is the highest level of education that person 5 completed?;cs19l370;cs18k370;cs17j370;cs16i370;cs15h370;cs14g370;cs13f370;cs12e370;cs11d370;cs10c370;cs09b370;cs08a370
work_person_5;Does person 5 work full-time part-time or not at all?;cs19l371;cs18k371;cs17j371;cs16i371;cs15h371;cs14g371;cs13f371;cs12e371;cs11d371;cs10c371;cs09b371;cs08a371
profession_person_5;What kind of profession does person 5 practice?;cs19l372;cs18k372;cs17j372;cs16i372;cs15h372;cs14g372;cs13f372;cs12e372;cs11d372;cs10c372;cs09b372;cs08a372
age_person_5;What age is person 5 approximately?;cs19l373;cs18k373;cs17j373;cs16i373;cs15h373;cs14g373;cs13f373;cs12e373;cs11d373;cs10c373;cs09b373;cs08a373
maritalstat_person_5;What is the home situation of person 5?;cs19l374;cs18k374;cs17j374;cs16i374;cs15h374;cs14g374;cs13f374;cs12e374;cs11d374;cs10c374;cs09b374;cs08a374
start_date;Starting date of the questionnaire;cs19l375;cs18k375;cs17j375;cs16i375;cs15h375;cs14g375;cs13f375;cs12e375;cs11d375;cs10c375;cs09b375;cs08a375
start_time;Starting time of the questionnaire;cs19l376;cs18k376;cs17j376;cs16i376;cs15h376;cs14g376;cs13f376;cs12e376;cs11d376;cs10c376;cs09b376;cs08a376
end_date;End date of the questionnaire;cs19l377;cs18k377;cs17j377;cs16i377;cs15h377;cs14g377;cs13f377;cs12e377;cs11d377;cs10c377;cs09b377;cs08a377
end_time;End time of the questionnaire;cs19l378;cs18k378;cs17j378;cs16i378;cs15h378;cs14g378;cs13f378;cs12e378;cs11d378;cs10c378;cs09b378;cs08a378
;watching television average time expenditure on days that apply total in minu;cs19l379;cs18k379;cs17j379;cs16i379;cs15h379;cs14g379;cs13f379;cs12e379;cs11d379;cs10c379;cs09b379;cs08a379
;listening to the radio average time expenditure on days that apply total in m;cs19l380;cs18k380;cs17j380;cs16i380;cs15h380;cs14g380;cs13f380;cs12e380;cs11d380;cs10c380;cs09b380;cs08a380
;playing a musical instrument average time expenditure on days that apply total;cs19l381;cs18k381;cs17j381;cs16i381;cs15h381;cs14g381;cs13f381;cs12e381;cs11d381;cs10c381;cs09b381;cs08a381
;singing/choir/singing group average time expenditure on days that apply total;cs19l382;cs18k382;cs17j382;cs16i382;cs15h382;cs14g382;cs13f382;cs12e382;cs11d382;cs10c382;cs09b382;cs08a382
;small jobs in and around the house average time expenditure on days that apply;cs19l383;cs18k383;cs17j383;cs16i383;cs15h383;cs14g383;cs13f383;cs12e383;cs11d383;cs10c383;cs09b383;cs08a383
;model building average time expenditure on days that apply total in minutes;cs19l384;cs18k384;cs17j384;cs16i384;cs15h384;cs14g384;cs13f384;cs12e384;cs11d384;cs10c384;cs09b384;cs08a384
;handicrafts painting drawing clay modeling ceramics etc. average time expe;cs19l385;cs18k385;cs17j385;cs16i385;cs15h385;cs14g385;cs13f385;cs12e385;cs11d385;cs10c385;cs09b385;cs08a385
;photography average time expenditure on days that apply total in minutes;cs19l386;cs18k386;cs17j386;cs16i386;cs15h386;cs14g386;cs13f386;cs12e386;cs11d386;cs10c386;cs09b386;cs08a386
;caring for plants (including garden) or animals average time expenditure on day;cs19l387;cs18k387;cs17j387;cs16i387;cs15h387;cs14g387;cs13f387;cs12e387;cs11d387;cs10c387;cs09b387;cs08a387
;handwork average time expenditure on days that apply total in minutes;cs19l388;cs18k388;cs17j388;cs16i388;cs15h388;cs14g388;cs13f388;cs12e388;cs11d388;cs10c388;cs09b388;cs08a388
;watching DVD/video average time expenditure on days that apply total in minut;cs19l503;cs18k503;cs17j503;cs16i503;cs15h503;cs14g389;cs13f389;cs12e389;cs11d389;cs10c389;cs09b389;cs08a389
;reading average time expenditure on days that apply total in minutes;cs19l390;cs18k390;cs17j390;cs16i390;cs15h390;cs14g390;cs13f390;cs12e390;cs11d390;cs10c390;cs09b390;cs08a390
;collecting stamps average time expenditure on days that apply total in minute;cs19l391;cs18k391;cs17j391;cs16i391;cs15h391;cs14g391;cs13f391;cs12e391;cs11d391;cs10c391;cs09b391;cs08a391
;other collection average time expenditure on days that apply total in minutes;cs19l392;cs18k392;cs17j392;cs16i392;cs15h392;cs14g392;cs13f392;cs12e392;cs11d392;cs10c392;cs09b392;cs08a392
;following a course average time expenditure on days that apply total in minut;cs19l393;cs18k393;cs17j393;cs16i393;cs15h393;cs14g393;cs13f393;cs12e393;cs11d393;cs10c393;cs09b393;cs08a393
;drama musical ballet dance average time expenditure on days that apply tota;cs19l394;cs18k394;cs17j394;cs16i394;cs15h394;cs14g394;cs13f394;cs12e394;cs11d394;cs10c394;cs09b394;cs08a394
;equestrian sport average time expenditure on days that apply total in minutes;cs19l395;cs18k395;cs17j395;cs16i395;cs15h395;cs14g395;cs13f395;cs12e395;cs11d395;cs10c395;cs09b395;cs08a395
;car/motor sport average time expenditure on days that apply total in minutes;cs19l396;cs18k396;cs17j396;cs16i396;cs15h396;cs14g396;cs13f396;cs12e396;cs11d396;cs10c396;cs09b396;cs08a396
;mechanical work on car/motorcycle average time expenditure on days that apply;cs19l397;cs18k397;cs17j397;cs16i397;cs15h397;cs14g397;cs13f397;cs12e397;cs11d397;cs10c397;cs09b397;cs08a397
;card games average time expenditure on days that apply total in minutes;cs19l398;cs18k398;cs17j398;cs16i398;cs15h398;cs14g398;cs13f398;cs12e398;cs11d398;cs10c398;cs09b398;cs08a398
;billiards pool snooker darts average time expenditure on days that apply to;cs19l399;cs18k399;cs17j399;cs16i399;cs15h399;cs14g399;cs13f399;cs12e399;cs11d399;cs10c399;cs09b399;cs08a399
;pigeon keeping average time expenditure on days that apply total in minutes;cs19l400;cs18k400;cs17j400;cs16i400;cs15h400;cs14g400;cs13f400;cs12e400;cs11d400;cs10c400;cs09b400;cs08a400
;going out cinema theatre dining out terrace lounging average time expenditu;cs19l401;cs18k401;cs17j401;cs16i401;cs15h401;cs14g401;cs13f401;cs12e401;cs11d401;cs10c401;cs09b401;cs08a401
;cooking average time expenditure on days that apply total in minutes;cs19l402;cs18k402;cs17j402;cs16i402;cs15h402;cs14g402;cs13f402;cs12e402;cs11d402;cs10c402;cs09b402;cs08a402
;listening to music average time expenditure on days that apply total in minut;cs19l403;cs18k403;cs17j403;cs16i403;cs15h403;cs14g403;cs13f403;cs12e403;cs11d403;cs10c403;cs09b403;cs08a403
;fishing average time expenditure on days that apply total in minutes;cs19l404;cs18k404;cs17j404;cs16i404;cs15h404;cs14g404;cs13f404;cs12e404;cs11d404;cs10c404;cs09b404;cs08a404
;shopping average time expenditure on days that apply total in minutes;cs19l405;cs18k405;cs17j405;cs16i405;cs15h405;cs14g405;cs13f405;cs12e405;cs11d405;cs10c405;cs09b405;cs08a405
;dancing average time expenditure on days that apply total in minutes;cs19l406;cs18k406;cs17j406;cs16i406;cs15h406;cs14g406;cs13f406;cs12e406;cs11d406;cs10c406;cs09b406;cs08a406
;boating average time expenditure on days that apply total in minutes;cs19l407;cs18k407;cs17j407;cs16i407;cs15h407;cs14g407;cs13f407;cs12e407;cs11d407;cs10c407;cs09b407;cs08a407
date_fieldwork;Year and month of field work period;cs19l_m;cs18k_m;cs17j_m;cs16i_m;cs15h_m;cs14g_m;cs13f_m;cs12e_m;cs11d_m;cs10c_m;cs09b_m;cs08a_m
hh_id;Number of household encrypted;;;;;;;;nohouse_encr;nohouse_encr;nohouse_encr;nohouse_encr;nohouse_encr
personal_id;Number of household member encrypted;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr;nomem_encr
;Helpvariable: Total amount of time spent on voluntary work per week if only spe;cs19l408;cs18k408;cs17j408;cs16i408;cs15h408;cs14g408;cs13f408;cs12e408;cs11d408;;;
sports_d_dancing;What sport do you practice? - dancing or exercising to music (for example dancin;cs19l409;cs18k409;cs17j409;cs16i409;cs15h409;cs14g409;cs13f409;cs12e409;cs11d409;;;
questionnaire_difficult;Was it difficult to answer the questions?;cs19l410;cs18k410;cs17j410;cs16i410;cs15h410;cs14g410;cs13f410;cs12e410;cs11d410;;;
questionnaire_clear;Were the questions sufficiently clear?;cs19l411;cs18k411;cs17j411;cs16i411;cs15h411;cs14g411;cs13f411;cs12e411;cs11d411;;;
questionnaire_thinking;Did the questionnaire get you thinking about things?;cs19l412;cs18k412;cs17j412;cs16i412;cs15h412;cs14g412;cs13f412;cs12e412;cs11d412;;;
questionnaire_interesting;Was it an interesting subject?;cs19l413;cs18k413;cs17j413;cs16i413;cs15h413;cs14g413;cs13f413;cs12e413;cs11d413;;;
questionnaire_enjoy;Did you enjoy answering the questions?;cs19l414;cs18k414;cs17j414;cs16i414;cs15h414;cs14g414;cs13f414;cs12e414;cs11d414;;;
duration;Duration in seconds;cs19l415;cs18k415;cs17j415;cs16i415;cs15h415;cs14g415;cs13f415;cs12e415;cs11d415;;;
use_tablet;do you sometimes use a tablet besides when completing the questionnaires of thi;;;;;;cs14g416;cs13f416;cs12e416;;;;
use_smartphone;do you sometimes use a smartphone besides when completing the questionnaires of;;;;;;cs14g417;cs13f417;cs12e417;;;;
online_laptop;do you sometimes make use of the internet on a computer or laptop for other thi;cs19l418;cs18k418;cs17j418;cs16i418;cs15h418;cs14g418;cs13f418;cs12e418;;;;
online_tablet;do you sometimes make use of the internet on a tablet for other things than com;cs19l419;cs18k419;cs17j419;cs16i419;cs15h419;cs14g419;cs13f419;cs12e419;;;;
online_smartphone;do you sometimes make use of the internet on a smartphone for other things than;cs19l420;cs18k420;cs17j420;cs16i420;cs15h420;cs14g420;cs13f420;cs12e420;;;;
online_laptop_home;internet use on a computer or laptop average number of hours per week: at home;cs19l421;cs18k421;cs17j421;cs16i421;cs15h421;cs14g421;cs13f421;cs12e421;;;;
online_laptop_work;internet use on a computer or laptop average number of hours per week: at work;cs19l422;cs18k422;cs17j422;cs16i422;cs15h422;cs14g422;cs13f422;cs12e422;;;;
online_laptop_school;internet use on a computer or laptop average number of hours per week: in schoo;cs19l423;cs18k423;cs17j423;cs16i423;cs15h423;cs14g423;cs13f423;cs12e423;;;;
online_laptop_other;internet use on a computer or laptop average number of hours per week: somewher;cs19l424;cs18k424;cs17j424;cs16i424;cs15h424;cs14g424;cs13f424;cs12e424;;;;
online_hours_tablet;internet use on a tablet average number of hours per week;cs19l425;cs18k425;cs17j425;cs16i425;cs15h425;cs14g425;cs13f425;cs12e425;;;;
online_hours_smartphone;internet use on a smartphone average number of hours per week;cs19l426;cs18k426;cs17j426;cs16i426;cs15h426;cs14g426;cs13f426;cs12e426;;;;
;How often do you download apps on your tablet?;cs19l427;cs18k427;cs17j427;cs16i427;cs15h427;cs14g427;cs13f427;cs12e427;;;;
;How often do you download apps on your smartphone?;cs19l428;cs18k428;cs17j428;cs16i428;cs15h428;cs14g428;cs13f428;cs12e428;;;;
online_socialmedia_d;ever spend time on: reading and viewing social media (e.g. Facebook Instagram;cs19l431;cs18k431;cs17j431;cs16i431;cs15h431;cs14g431;cs13f431;cs12e431;;;;
online_blogs_d;ever spend time on: reading and/or writing blogs;cs19l432;cs18k432;cs17j432;cs16i432;cs15h432;cs14g432;cs13f432;cs12e432;;;;
online_skype_d;ever spend time on: skype or similar services;;;;;;;cs13f433;cs12e433;;;;
online_twitter_d;ever spend time on: twitter;;;;;;;cs13f434;cs12e434;;;;
